duplicate_group_id,work_id,reason,digital_version_ids,count
openiti:1078ShaykhiZadahDamadAfandi.MajmacAnhur,1078ShaykhiZadahDamadAfandi.MajmacAnhur,Multiple OpenITI digital versions of one work,1078ShaykhiZadahDamadAfandi.MajmacAnhur.JK007129-ara1 | 1078ShaykhiZadahDamadAfandi.MajmacAnhur.JK007130-ara1 | 1078ShaykhiZadahDamadAfandi.MajmacAnhur.ShamAY0034212-ara1 | 1078ShaykhiZadahDamadAfandi.MajmacAnhur.Shamela0006185-ara1 | 1078ShaykhiZadahDamadAfandi.MajmacAnhur.Shamela0021644-ara1,5
openiti:1079HabalShacir.Diwan,1079HabalShacir.Diwan,Multiple OpenITI digital versions of one work,1079HabalShacir.Diwan.JK007637-ara1 | 1079HabalShacir.Diwan.ShamAY0037831-ara1 | 1079HabalShacir.Diwan.Zaydiyya0000249-ara1,3
openiti:1080IbnMuhammadBayquniDimashqi.ManzumaBayquniyya,1080IbnMuhammadBayquniDimashqi.ManzumaBayquniyya,Multiple OpenITI digital versions of one work,1080IbnMuhammadBayquniDimashqi.ManzumaBayquniyya.JK010967-ara1 | 1080IbnMuhammadBayquniDimashqi.ManzumaBayquniyya.ShamAY0037317-ara1 | 1080IbnMuhammadBayquniDimashqi.ManzumaBayquniyya.Shamela0008567-ara1,3
openiti:1082IbnShadqamMadani.WaqcatJamal,1082IbnShadqamMadani.WaqcatJamal,Multiple OpenITI digital versions of one work,1082IbnShadqamMadani.WaqcatJamal.Shia001415-ara1 | 1082IbnShadqamMadani.WaqcatJamal.Zaydiyya0000122-ara1,2
openiti:1083IbnBalbanDimashqi.AkhsarMukhtasarat,1083IbnBalbanDimashqi.AkhsarMukhtasarat,Multiple OpenITI digital versions of one work,1083IbnBalbanDimashqi.AkhsarMukhtasarat.JK000202-ara1 | 1083IbnBalbanDimashqi.AkhsarMukhtasarat.Sham19Y0147656-ara1 | 1083IbnBalbanDimashqi.AkhsarMukhtasarat.Shamela0006084-ara1,3
openiti:1083NasirIbrahimMuayyadi.IsbahCalaMisbah,1083NasirIbrahimMuayyadi.IsbahCalaMisbah,Multiple OpenITI digital versions of one work,1083NasirIbrahimMuayyadi.IsbahCalaMisbah.Zaydiyya0000130-ara1 | 1083NasirIbrahimMuayyadi.IsbahCalaMisbah.Zaydiyya0000384-ara1,2
openiti:1087IbnMactuqShacir.Diwan,1087IbnMactuqShacir.Diwan,Multiple OpenITI digital versions of one work,1087IbnMactuqShacir.Diwan.JK007634-ara1 | 1087IbnMactuqShacir.Diwan.ShamAY0037877-ara1,2
openiti:1088IbnCaliHaskafi.DurrMukhtar,1088IbnCaliHaskafi.DurrMukhtar,Multiple OpenITI digital versions of one work,1088IbnCaliHaskafi.DurrMukhtar.JK000176-ara1 | 1088IbnCaliHaskafi.DurrMukhtar.Sham19Y0014250-ara1 | 1088IbnCaliHaskafi.DurrMukhtar.Shia000979Vols-ara1,3
openiti:1089IbnCimad.Shadharat,1089IbnCimad.Shadharat,Multiple OpenITI digital versions of one work,1089IbnCimad.Shadharat.JK001495-ara1 | 1089IbnCimad.Shadharat.Sham30K0004387-ara1 | 1089IbnCimad.Shadharat.Sham30K0012398-ara1 | 1089IbnCimad.Shadharat.Sham30K0035008-ara1 | 1089IbnCimad.Shadharat.Sham30K0046069-ara1 | 1089IbnCimad.Shadharat.ShamAY0034625-ara1 | 1089IbnCimad.Shadharat.Shamela0012398-ara1,7
openiti:1090NizamDinBalkhi.FatawaHindiyya,1090NizamDinBalkhi.FatawaHindiyya,Multiple OpenITI digital versions of one work,1090NizamDinBalkhi.FatawaHindiyya.JK007073-ara1 | 1090NizamDinBalkhi.FatawaHindiyya.Shamela0021640-ara1,2
openiti:1091MuhammadMuhsinFaydKashani.TafsirSafi,1091MuhammadMuhsinFaydKashani.TafsirSafi,Multiple OpenITI digital versions of one work,1091MuhammadMuhsinFaydKashani.TafsirSafi.Shia002382Vols-ara1 | 1091MuhammadMuhsinFaydKashani.TafsirSafi.Tafsir04041-ara1,2
openiti:1093CabdQadirBaghdadi.KhizanatAdab,1093CabdQadirBaghdadi.KhizanatAdab,Multiple OpenITI digital versions of one work,1093CabdQadirBaghdadi.KhizanatAdab.JK007143-ara1 | 1093CabdQadirBaghdadi.KhizanatAdab.ShamAY0033782-ara1 | 1093CabdQadirBaghdadi.KhizanatAdab.Shamela0012732-ara1 | 1093CabdQadirBaghdadi.KhizanatAdab.Shia004649Vols-ara1,4
openiti:1094IbnMusaKaffawi.Kulliyat,1094IbnMusaKaffawi.Kulliyat,Multiple OpenITI digital versions of one work,1094IbnMusaKaffawi.Kulliyat.JK007081-ara1 | 1094IbnMusaKaffawi.Kulliyat.Shamela0007037-ara1,2
openiti:1097CaliIbnSalahIbnCaliTabari.Kafil,1097CaliIbnSalahIbnCaliTabari.Kafil,Multiple OpenITI digital versions of one work,1097CaliIbnSalahIbnCaliTabari.Kafil.Zaydiyya0000176-ara1 | 1097CaliIbnSalahIbnCaliTabari.Kafil.Zaydiyya0000407-ara1,2
openiti:1097IbnQaid.RisalatAyyMushaddada,1097IbnQaid.RisalatAyyMushaddada,Multiple OpenITI digital versions of one work,1097IbnQaid.RisalatAyyMushaddada.JK001185-ara1 | 1097IbnQaid.RisalatAyyMushaddada.Shamela0006990-ara1,2
openiti:1098IbnMuhammadShihabDinHamawi.GhamzCuyun,1098IbnMuhammadShihabDinHamawi.GhamzCuyun,Multiple OpenITI digital versions of one work,1098IbnMuhammadShihabDinHamawi.GhamzCuyun.JK007119-ara1 | 1098IbnMuhammadShihabDinHamawi.GhamzCuyun.Shamela0021588-ara1,2
openiti:1100IbnCabdKarimAshmuniMisri.ManarHuda,1100IbnCabdKarimAshmuniMisri.ManarHuda,Multiple OpenITI digital versions of one work,1100IbnCabdKarimAshmuniMisri.ManarHuda.Shamela0006496-ara1 | 1100IbnCabdKarimAshmuniMisri.ManarHuda.Shamela0038091-ara1,2
openiti:1100IbnMuhammadAdnahwi.TabaqatMufassirin,1100IbnMuhammadAdnahwi.TabaqatMufassirin,Multiple OpenITI digital versions of one work,1100IbnMuhammadAdnahwi.TabaqatMufassirin.JK001444-ara1 | 1100IbnMuhammadAdnahwi.TabaqatMufassirin.Shamela0006729-ara1,2
openiti:1100MuhammadItlidi.IclamNas,1100MuhammadItlidi.IclamNas,Multiple OpenITI digital versions of one work,1100MuhammadItlidi.IclamNas.JK009306-ara1 | 1100MuhammadItlidi.IclamNas.Shamela0000408-ara1,2
openiti:1100MustafaTafrishi.NaqdRijal,1100MustafaTafrishi.NaqdRijal,Multiple OpenITI digital versions of one work,1100MustafaTafrishi.NaqdRijal.Shia002948Vols-ara1 | 1100MustafaTafrishi.NaqdRijal.Zaydiyya0000243-ara1,2
openiti:1101IbnCabdAllahKharshi.SharhMukhtasarSayyidiKhalil,1101IbnCabdAllahKharshi.SharhMukhtasarSayyidiKhalil,Multiple OpenITI digital versions of one work,1101IbnCabdAllahKharshi.SharhMukhtasarSayyidiKhalil.JK005201-ara1 | 1101IbnCabdAllahKharshi.SharhMukhtasarSayyidiKhalil.Shamela0000091-ara1,2
openiti:1102NurDinYusi.MuhadaratFiLugha,1102NurDinYusi.MuhadaratFiLugha,Multiple OpenITI digital versions of one work,1102NurDinYusi.MuhadaratFiLugha.JK010473-ara1 | 1102NurDinYusi.MuhadaratFiLugha.Shamela0000473-ara1,2
openiti:1102NurDinYusi.ZahrAkam,1102NurDinYusi.ZahrAkam,Multiple OpenITI digital versions of one work,1102NurDinYusi.ZahrAkam.JK010766-ara1 | 1102NurDinYusi.ZahrAkam.Shamela0007414-ara1,2
openiti:1104IbnHasanHurrCamili.AmalAmil,1104IbnHasanHurrCamili.AmalAmil,Multiple OpenITI digital versions of one work,1104IbnHasanHurrCamili.AmalAmil.Shia002955Vols-ara1 | 1104IbnHasanHurrCamili.AmalAmil.Zaydiyya0000178-ara1,2
openiti:1104IbnHasanHurrCamili.WasailShica,1104IbnHasanHurrCamili.WasailShica,Multiple OpenITI digital versions of one work,1104IbnHasanHurrCamili.WasailShica.Shia001187Vols-ara1 | 1104IbnHasanHurrCamili.WasailShica.Shia001217Vols-ara1 | 1104IbnHasanHurrCamili.WasailShica.Zaydiyya0000248-ara1,3
openiti:1111CabdMalikCasimi.SamtNujum,1111CabdMalikCasimi.SamtNujum,Multiple OpenITI digital versions of one work,1111CabdMalikCasimi.SamtNujum.JK003503-ara1 | 1111CabdMalikCasimi.SamtNujum.Shamela0006617-ara1,2
openiti:1111Majlisi.BiharAnwar,1111Majlisi.BiharAnwar,Multiple OpenITI digital versions of one work,1111Majlisi.BiharAnwar.Shia001432Vols-ara1 | 1111Majlisi.BiharAnwar.Zaydiyya0000202-ara1,2
openiti:1111Majlisi.IjazatHadith,1111Majlisi.IjazatHadith,Multiple OpenITI digital versions of one work,1111Majlisi.IjazatHadith.Shia002957-ara1 | 1111Majlisi.IjazatHadith.Zaydiyya0000113-ara1,2
openiti:1111MuhammadAminMuhibbi.DhaylNafahatRayhana,1111MuhammadAminMuhibbi.DhaylNafahatRayhana,Multiple OpenITI digital versions of one work,1111MuhammadAminMuhibbi.DhaylNafahatRayhana.JK009360-ara1 | 1111MuhammadAminMuhibbi.DhaylNafahatRayhana.ShamAY0034600-ara1,2
openiti:1111MuhammadAminMuhibbi.KhulasatAthar,1111MuhammadAminMuhibbi.KhulasatAthar,Multiple OpenITI digital versions of one work,1111MuhammadAminMuhibbi.KhulasatAthar.JK003502-ara1 | 1111MuhammadAminMuhibbi.KhulasatAthar.Shamela0006678-ara1,2
openiti:1111MuhammadAminMuhibbi.NafahatRayhana,1111MuhammadAminMuhibbi.NafahatRayhana,Multiple OpenITI digital versions of one work,1111MuhammadAminMuhibbi.NafahatRayhana.JK009296-ara1 | 1111MuhammadAminMuhibbi.NafahatRayhana.Shamela0000579-ara1,2
openiti:1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar,1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar,Multiple OpenITI digital versions of one work,1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar.JK001080-ara1 | 1117IbnMuhammadSharafDinDimyatti.IthafFudalaBashar.Shamela0010010-ara1,2
openiti:1118CabdHamidShirwani.HashiyaCalaTuhfatMuhtaj,1118CabdHamidShirwani.HashiyaCalaTuhfatMuhtaj,Multiple OpenITI digital versions of one work,1118CabdHamidShirwani.HashiyaCalaTuhfatMuhtaj.JK000196-ara1 | 1118CabdHamidShirwani.HashiyaCalaTuhfatMuhtaj.Shamela0009059BK2-ara1 | 1118CabdHamidShirwani.HashiyaCalaTuhfatMuhtaj.Shia000881Vols-ara1,3
openiti:1118IbnMuhammadNuriSafaqsi.TanbihGhafilin,1118IbnMuhammadNuriSafaqsi.TanbihGhafilin,Multiple OpenITI digital versions of one work,1118IbnMuhammadNuriSafaqsi.TanbihGhafilin.JK010654-ara1 | 1118IbnMuhammadNuriSafaqsi.TanbihGhafilin.Shamela0010929-ara1,2
openiti:1119IbnMacsum.Diwan,1119IbnMacsum.Diwan,Multiple OpenITI digital versions of one work,1119IbnMacsum.Diwan.JK007635-ara1 | 1119IbnMacsum.Diwan.ShamAY0037878-ara1,2
openiti:1119IbnMacsum.SulafaCasr,1119IbnMacsum.SulafaCasr,Multiple OpenITI digital versions of one work,1119IbnMacsum.SulafaCasr.JK010298-ara1 | 1119IbnMacsum.SulafaCasr.ShamAY0034642-ara1 | 1119IbnMacsum.SulafaCasr.Shamela0000298-ara1,3
openiti:1120IbnMuhammadBurhanDinDimashqi.BayanWaTacrif,1120IbnMuhammadBurhanDinDimashqi.BayanWaTacrif,Multiple OpenITI digital versions of one work,1120IbnMuhammadBurhanDinDimashqi.BayanWaTacrif.JK000216-ara1 | 1120IbnMuhammadBurhanDinDimashqi.BayanWaTacrif.Shamela0006000-ara1,2
openiti:1122MuhammadZurqani.SharhCalaMuwatta,1122MuhammadZurqani.SharhCalaMuwatta,Multiple OpenITI digital versions of one work,1122MuhammadZurqani.SharhCalaMuwatta.JK000754-ara1 | 1122MuhammadZurqani.SharhCalaMuwatta.JK000792-ara1 | 1122MuhammadZurqani.SharhCalaMuwatta.Shamela0000551-ara1,3
openiti:1125IbnGhanimAzhariNafrawi.FawakihDawani,1125IbnGhanimAzhariNafrawi.FawakihDawani,Multiple OpenITI digital versions of one work,1125IbnGhanimAzhariNafrawi.FawakihDawani.JK000238-ara1 | 1125IbnGhanimAzhariNafrawi.FawakihDawani.ShamAY0034228-ara1 | 1125IbnGhanimAzhariNafrawi.FawakihDawani.Shamela0021589-ara1,3
openiti:1127IsmacilHaqqiBurusawi.RuhBayan,1127IsmacilHaqqiBurusawi.RuhBayan,Multiple OpenITI digital versions of one work,1127IsmacilHaqqiBurusawi.RuhBayan.ShamAY0034059-ara1 | 1127IsmacilHaqqiBurusawi.RuhBayan.Shamela0023612-ara1 | 1127IsmacilHaqqiBurusawi.RuhBayan.Tafsir03036-ara1,3
openiti:1137FadilHindi.KashfLitham,1137FadilHindi.KashfLitham,Multiple OpenITI digital versions of one work,1137FadilHindi.KashfLitham.Shia000220Vols-ara1 | 1137FadilHindi.KashfLitham.Shia000231Vols-ara1,2
openiti:1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai,1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai,Multiple OpenITI digital versions of one work,1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai.JK000554-ara1 | 1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai.Shamela0000522-ara1 | 1138IbnCabdHadiNurDinSindi.HashiyaCalaNasai.Shia001845Vols-ara1,3
openiti:1138IbnHusaynQadiriTawari.TakmilatBahrRaiq,1138IbnHusaynQadiriTawari.TakmilatBahrRaiq,Multiple OpenITI digital versions of one work,1138IbnHusaynQadiriTawari.TakmilatBahrRaiq.JK000189BK2-ara1 | 1138IbnHusaynQadiriTawari.TakmilatBahrRaiq.ShamAY0034204BK2-ara1 | 1138IbnHusaynQadiriTawari.TakmilatBahrRaiq.Shamela0012227BK3-ara1 | 1138IbnHusaynQadiriTawari.TakmilatBahrRaiq.Shia000987Vols-ara1,4
openiti:1143CabdGhaniNabulusi.Diwan,1143CabdGhaniNabulusi.Diwan,Multiple OpenITI digital versions of one work,1143CabdGhaniNabulusi.Diwan.JK007641-ara1 | 1143CabdGhaniNabulusi.Diwan.ShamAY0037955-ara1,2
openiti:1143CabdGhaniNabulusi.TactirAnam,1143CabdGhaniNabulusi.TactirAnam,Multiple OpenITI digital versions of one work,1143CabdGhaniNabulusi.TactirAnam.JK006852-ara1 | 1143CabdGhaniNabulusi.TactirAnam.Shamela0001217-ara1 | 1143CabdGhaniNabulusi.TactirAnam.Shia004642Vols-ara1,3
openiti:1143IbnCabdKarimGhazziCamiri.JiddHathith,1143IbnCabdKarimGhazziCamiri.JiddHathith,Multiple OpenITI digital versions of one work,1143IbnCabdKarimGhazziCamiri.JiddHathith.JK005002-ara1 | 1143IbnCabdKarimGhazziCamiri.JiddHathith.ShamAY0034147-ara1 | 1143IbnCabdKarimGhazziCamiri.JiddHathith.Shamela0006077-ara1,3
openiti:1147CabdAllahSancani.TarikhYaman,1147CabdAllahSancani.TarikhYaman,Multiple OpenITI digital versions of one work,1147CabdAllahSancani.TarikhYaman.JK001483-ara1 | 1147CabdAllahSancani.TarikhYaman.Shamela0006640-ara1,2
openiti:1153IbnKannan.YawmiyyatShamiyya,1153IbnKannan.YawmiyyatShamiyya,Multiple OpenITI digital versions of one work,1153IbnKannan.YawmiyyatShamiyya.JK010397-ara1 | 1153IbnKannan.YawmiyyatShamiyya.Shamela0000397-ara1,2
openiti:1156IbnMuhammadAbuSacidKhadimi.BariqaMahmudiyya,1156IbnMuhammadAbuSacidKhadimi.BariqaMahmudiyya,Multiple OpenITI digital versions of one work,1156IbnMuhammadAbuSacidKhadimi.BariqaMahmudiyya.JK011730-ara1 | 1156IbnMuhammadAbuSacidKhadimi.BariqaMahmudiyya.Shamela0021654-ara1,2
openiti:1156MustafaIzmiri.TahrirNashr,1156MustafaIzmiri.TahrirNashr,Multiple OpenITI digital versions of one work,1156MustafaIzmiri.TahrirNashr.ShamAY0031692-ara1 | 1156MustafaIzmiri.TahrirNashr.ShamAY0036800-ara1,2
openiti:1162IbnMuammadAbuFidaCajluni.KashfKhafa,1162IbnMuammadAbuFidaCajluni.KashfKhafa,Multiple OpenITI digital versions of one work,1162IbnMuammadAbuFidaCajluni.KashfKhafa.JK000583-ara1 | 1162IbnMuammadAbuFidaCajluni.KashfKhafa.Shamela0000856-ara1 | 1162IbnMuammadAbuFidaCajluni.KashfKhafa.Shamela0009576-ara1 | 1162IbnMuammadAbuFidaCajluni.KashfKhafa.Shia002294Vols-ara1,4
openiti:1163MuhammadHayatSindi.FathGhufur,1163MuhammadHayatSindi.FathGhufur,Multiple OpenITI digital versions of one work,1163MuhammadHayatSindi.FathGhufur.JK010138-ara1 | 1163MuhammadHayatSindi.FathGhufur.ShamAY0036027-ara1 | 1163MuhammadHayatSindi.FathGhufur.Shamela0001596-ara1,3
openiti:1167IbnCabdRahmanGhazzi.DiwanIslam,1167IbnCabdRahmanGhazzi.DiwanIslam,Multiple OpenITI digital versions of one work,1167IbnCabdRahmanGhazzi.DiwanIslam.JK010378-ara1 | 1167IbnCabdRahmanGhazzi.DiwanIslam.Shamela0001488-ara1,2
openiti:1167IbnHamidMashtuli.SalwatAhzan,1167IbnHamidMashtuli.SalwatAhzan,Multiple OpenITI digital versions of one work,1167IbnHamidMashtuli.SalwatAhzan.JK010655-ara1 | 1167IbnHamidMashtuli.SalwatAhzan.Shamela0000655-ara1,2
openiti:1172IbnKhalifaMasakini.Fahrasa,1172IbnKhalifaMasakini.Fahrasa,Multiple OpenITI digital versions of one work,1172IbnKhalifaMasakini.Fahrasa.JK001086-ara1 | 1172IbnKhalifaMasakini.Fahrasa.Shamela0010732-ara1,2
openiti:1173IbnCaliMusawiTustari.TadhyilSulafatCasr,1173IbnCaliMusawiTustari.TadhyilSulafatCasr,Multiple OpenITI digital versions of one work,1173IbnCaliMusawiTustari.TadhyilSulafatCasr.Shamela0009085-ara1 | 1173IbnCaliMusawiTustari.TadhyilSulafatCasr.Shia004660-ara1,2
openiti:1175AhmadBudayri.HawadithDimashq,1175AhmadBudayri.HawadithDimashq,Multiple OpenITI digital versions of one work,1175AhmadBudayri.HawadithDimashq.JK010404-ara1 | 1175AhmadBudayri.HawadithDimashq.Shamela0000404-ara1,2
openiti:1176ShahWaliAllahDihlawi.CiqdJayyid,1176ShahWaliAllahDihlawi.CiqdJayyid,Multiple OpenITI digital versions of one work,1176ShahWaliAllahDihlawi.CiqdJayyid.JK000288-ara1 | 1176ShahWaliAllahDihlawi.CiqdJayyid.Shamela0006357-ara1,2
openiti:1176ShahWaliAllahDihlawi.HujjatAllahBaligha,1176ShahWaliAllahDihlawi.HujjatAllahBaligha,Multiple OpenITI digital versions of one work,1176ShahWaliAllahDihlawi.HujjatAllahBaligha.JK007104-ara1 | 1176ShahWaliAllahDihlawi.HujjatAllahBaligha.ShamAY0034274-ara1 | 1176ShahWaliAllahDihlawi.HujjatAllahBaligha.Shamela0000773-ara1,3
openiti:1176ShahWaliAllahDihlawi.InsafFiBayan,1176ShahWaliAllahDihlawi.InsafFiBayan,Multiple OpenITI digital versions of one work,1176ShahWaliAllahDihlawi.InsafFiBayan.JK000295-ara1 | 1176ShahWaliAllahDihlawi.InsafFiBayan.Shamela0000422-ara1,2
openiti:1182IbnIsmacilSancani.IftiraqUmma,1182IbnIsmacilSancani.IftiraqUmma,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.IftiraqUmma.JK000357-ara1 | 1182IbnIsmacilSancani.IftiraqUmma.Shamela0006456-ara1 | 1182IbnIsmacilSancani.IftiraqUmma.Shia002297-ara1,3
openiti:1182IbnIsmacilSancani.InsafFiHaqiqatAwliya,1182IbnIsmacilSancani.InsafFiHaqiqatAwliya,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.InsafFiHaqiqatAwliya.JK001032-ara1 | 1182IbnIsmacilSancani.InsafFiHaqiqatAwliya.Shamela0007556-ara1,2
openiti:1182IbnIsmacilSancani.IrshadNuqqad,1182IbnIsmacilSancani.IrshadNuqqad,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.IrshadNuqqad.JK000296-ara1 | 1182IbnIsmacilSancani.IrshadNuqqad.Shamela0006348-ara1,2
openiti:1182IbnIsmacilSancani.RafcAstar,1182IbnIsmacilSancani.RafcAstar,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.RafcAstar.JK000327-ara1 | 1182IbnIsmacilSancani.RafcAstar.Shamela0001756-ara1 | 1182IbnIsmacilSancani.RafcAstar.Shia002296-ara1,3
openiti:1182IbnIsmacilSancani.SubulSalam,1182IbnIsmacilSancani.SubulSalam,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.SubulSalam.JK000123-ara1 | 1182IbnIsmacilSancani.SubulSalam.ShamAY0034278-ara1 | 1182IbnIsmacilSancani.SubulSalam.Shamela0021590-ara1 | 1182IbnIsmacilSancani.SubulSalam.Shia001055Vols-ara1,4
openiti:1182IbnIsmacilSancani.TathirIctiqad,1182IbnIsmacilSancani.TathirIctiqad,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.TathirIctiqad.JK011796-ara1 | 1182IbnIsmacilSancani.TathirIctiqad.Shamela0011098-ara1,2
openiti:1182IbnIsmacilSancani.TawdihAfkar,1182IbnIsmacilSancani.TawdihAfkar,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.TawdihAfkar.JK000995-ara1 | 1182IbnIsmacilSancani.TawdihAfkar.ShamAY0034039-ara1 | 1182IbnIsmacilSancani.TawdihAfkar.Shamela0011990-ara1,3
openiti:1182IbnIsmacilSancani.ThamaratNazar,1182IbnIsmacilSancani.ThamaratNazar,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.ThamaratNazar.JK000988-ara1 | 1182IbnIsmacilSancani.ThamaratNazar.Shamela0005983-ara1,2
openiti:1182IbnIsmacilSancani.UsulFiqh,1182IbnIsmacilSancani.UsulFiqh,Multiple OpenITI digital versions of one work,1182IbnIsmacilSancani.UsulFiqh.JK000169-ara1 | 1182IbnIsmacilSancani.UsulFiqh.Shamela0006315-ara1 | 1182IbnIsmacilSancani.UsulFiqh.Zaydiyya0000127-ara1,3
openiti:1184CisamDinCumari.RawdNadir,1184CisamDinCumari.RawdNadir,Multiple OpenITI digital versions of one work,1184CisamDinCumari.RawdNadir.Sham19Y0013226-ara1 | 1184CisamDinCumari.RawdNadir.ShamAY0035857-ara1,2
openiti:1186YusufBahraniMuhaqqiq.HadaiqNadira,1186YusufBahraniMuhaqqiq.HadaiqNadira,Multiple OpenITI digital versions of one work,1186YusufBahraniMuhaqqiq.HadaiqNadira.Rafed0002698-ara1 | 1186YusufBahraniMuhaqqiq.HadaiqNadira.Shia000234Vols-ara1,2
openiti:1188ShamsDinSaffarini.DurraMudiyya,1188ShamsDinSaffarini.DurraMudiyya,Multiple OpenITI digital versions of one work,1188ShamsDinSaffarini.DurraMudiyya.JK001229-ara1 | 1188ShamsDinSaffarini.DurraMudiyya.Shamela0006382-ara1,2
openiti:1188ShamsDinSaffarini.GhidhaAlbab,1188ShamsDinSaffarini.GhidhaAlbab,Multiple OpenITI digital versions of one work,1188ShamsDinSaffarini.GhidhaAlbab.JK009245-ara1 | 1188ShamsDinSaffarini.GhidhaAlbab.ShamAY0033742-ara1 | 1188ShamsDinSaffarini.GhidhaAlbab.Shamela0025791-ara1,3
openiti:1189CaliCadawi.HashiyatCadawi,1189CaliCadawi.HashiyatCadawi,Multiple OpenITI digital versions of one work,1189CaliCadawi.HashiyatCadawi.JK000198-ara1 | 1189CaliCadawi.HashiyatCadawi.Shamela0021597-ara1,2
openiti:1191Kawkabani.IthafKhassa,1191Kawkabani.IthafKhassa,Multiple OpenITI digital versions of one work,1191Kawkabani.IthafKhassa.JK006672BK2-ara1 | 1191Kawkabani.IthafKhassa.Shamela0005858BK2-ara1 | 1191Kawkabani.IthafKhassa.Shia002282BK2-ara1,3
openiti:1192IbnCabdAllahBacliHanbali.BidayatCabid,1192IbnCabdAllahBacliHanbali.BidayatCabid,Multiple OpenITI digital versions of one work,1192IbnCabdAllahBacliHanbali.BidayatCabid.Sham19Y0147661-ara1 | 1192IbnCabdAllahBacliHanbali.BidayatCabid.Shamela0029796-ara1,2
openiti:1192IbnCabdAllahBacliHanbali.KashfMukhaddarat,1192IbnCabdAllahBacliHanbali.KashfMukhaddarat,Multiple OpenITI digital versions of one work,1192IbnCabdAllahBacliHanbali.KashfMukhaddarat.JK007127-ara1 | 1192IbnCabdAllahBacliHanbali.KashfMukhaddarat.ShamAY0034269-ara1 | 1192IbnCabdAllahBacliHanbali.KashfMukhaddarat.Shamela0006115-ara1,3
openiti:1195CabdRahmanAnsari.Tuhfa,1195CabdRahmanAnsari.Tuhfa,Multiple OpenITI digital versions of one work,1195CabdRahmanAnsari.Tuhfa.JK010276-ara1 | 1195CabdRahmanAnsari.Tuhfa.Shamela0030744-ara1,2
openiti:1200CabdNabiAhmadNagari.DusturCulama,1200CabdNabiAhmadNagari.DusturCulama,Multiple OpenITI digital versions of one work,1200CabdNabiAhmadNagari.DusturCulama.JK009149-ara1 | 1200CabdNabiAhmadNagari.DusturCulama.Shamela0007038-ara1,2
openiti:1200IbnAhmadSafiDinBukhari.TaqrizLiIbnHajarCasqalani,1200IbnAhmadSafiDinBukhari.TaqrizLiIbnHajarCasqalani,Multiple OpenITI digital versions of one work,1200IbnAhmadSafiDinBukhari.TaqrizLiIbnHajarCasqalani.JK001260-ara1 | 1200IbnAhmadSafiDinBukhari.TaqrizLiIbnHajarCasqalani.Shamela0006662-ara1,2
openiti:1201AhmadDardirAbuBarakat.SharhKabir,1201AhmadDardirAbuBarakat.SharhKabir,Multiple OpenITI digital versions of one work,1201AhmadDardirAbuBarakat.SharhKabir.JK000193-ara1 | 1201AhmadDardirAbuBarakat.SharhKabir.Shia000918Vols-ara1,2
openiti:1204SulaymanJamal.Hashiya,1204SulaymanJamal.Hashiya,Multiple OpenITI digital versions of one work,1204SulaymanJamal.Hashiya.JK007041-ara1 | 1204SulaymanJamal.Hashiya.Shamela0021598-ara1,2
openiti:1205MurtadaZabidi.BulghatArib,1205MurtadaZabidi.BulghatArib,Multiple OpenITI digital versions of one work,1205MurtadaZabidi.BulghatArib.JK000994-ara1 | 1205MurtadaZabidi.BulghatArib.Shamela0005980-ara1,2
openiti:1205MurtadaZabidi.IdahMadarik,1205MurtadaZabidi.IdahMadarik,Multiple OpenITI digital versions of one work,1205MurtadaZabidi.IdahMadarik.Sham19Y0013995-ara1 | 1205MurtadaZabidi.IdahMadarik.ShamAY0036056-ara1,2
openiti:1205MurtadaZabidi.TajCarus,1205MurtadaZabidi.TajCarus,Multiple OpenITI digital versions of one work,1205MurtadaZabidi.TajCarus.JK007140-ara1 | 1205MurtadaZabidi.TajCarus.ShamAY0034693-ara1 | 1205MurtadaZabidi.TajCarus.Shamela0007030-ara1 | 1205MurtadaZabidi.TajCarus.Shia003965Vols-ara1,4
openiti:1206IbnCabdWahhab.AdabMashyIlaSalat,1206IbnCabdWahhab.AdabMashyIlaSalat,Multiple OpenITI digital versions of one work,1206IbnCabdWahhab.AdabMashyIlaSalat.JK006883-ara1 | 1206IbnCabdWahhab.AdabMashyIlaSalat.Shamela0007495-ara1 | 1206IbnCabdWahhab.AdabMashyIlaSalat.Shamela0031246-ara1,3
